codigo_produto,produto,secao,custo_atual,preco_atual,ncm
8457,PORTA RETRATO LYOR 10 CM X 15 CM PLÁSTICO,DIVERSOS,5.74,15.00,44149000
8666,PORTA RETRATO DE VIDRO TAIMES,DIVERSOS,7.91,19.50,70139900
8700,CENTRO DE MESA EM POLIRESINA MART,DIVERSOS,256.41,669.00,39264000
8329,MINI TRAVESSA PORCELANA NÓRDICA,DIVERSOS,17.43,42.00,69111090
8699,VASO EM POLIRESINA MART,DIVERSOS,256.41,594.00,39264000
8736,KIT 03 TOALHAS (02 BANHO 1 ROSTO) SINTRA/YUMI BUDDEMEYER,TOALHAS AVULSA,0.00,148.50,63026000
8737,KIT GIGANT  BANHO GIG + ROSTO CANELADA/DUAL/LOLLIPOP,TOALHAS AVULSA,0.00,150.00,63026000
8702,CACHEPOT EM CIMENTO REF 15443 MART,DIVERSOS,93.96,216.00,68109900
8701,CACHEPOT EM CIMENTO REF 15442 MART,DIVERSOS,59.76,138.00,68109900
8661,ENFEITE EM FORMA DE PAVAO TAIMES,DIVERSOS,85.74,198.00,39264000
8233,JOGO DE CAMA KING 04 PÇS 180 FIOS PINHEIRO,JOGO DE CAMA,135.00,327.00,63014000
8646,JOGO DE TOALHA 05 PCS 0.70/1.35 MEG BUDDEMEYER,TOALHAS AVULSA,127.94,267.00,63026000
7874,ESCADA DECORATIVA EM BAMBU REF 13390 MART,DIVERSOS,195.42,429.00,46021100
8623,MANTA DENVER 1.50/2.00 100 % ALGODAO KARSTEN,MANTA,85.10,180.00,63013000
3837,PEL BONECO PELUCIA MEDIO MONICA/CEBOLIN/CASCAO/SANSAO FOFY,PELUCIA,32.40,69.00,95030022
8066,ORGANIZADOR TRIPLO MULTIUSO FUTURE,DIVERSOS,74.31,162.00,94032000
8880,LIXEIRA DE PEDAL TRIUM 12 L OU,DIVERSOS,39.90,98.00,39249000
7935,SALADEIRA CRISTAL DE CHUMBO CORAÇAO LYOR,DIVERSOS,32.30,72.00,701364100
8424,PORTA TRAVESSEIRO 0.50/0.70 180 FIOS KARSTEN,CAPAS,15.00,39.00,63021000
10102,TOALHA ROSTO JACQUARD WAVE/TRENTO/PORTO FINO CORTTEX,TOALHAS AVULSA,9.90,24.00,63026000
8625,POTE DE VIDRO BOROSSILICATO COM TAMPA 250 ML LYOR,DIVERSOS,8.57,19.50,70134900
8627,TOALHA BANHO C/ CAPUZ 0.90/0.70 FELPUDA BABY ART P/PINTAR DO,TOALHAS AVULSA,17.62,39.00,63026000
7826,BANDEJA EM CIMENTO REF 14195 MART,DIVERSOS,50.91,109.00,68109900
5032,EDREDON CASAL BOM SONO 100% ALGODAO 2.10/2.30 ALTENBURG,EDREDON,115.64,242.00,94044000
8452,CAIXA DECORATIVA GRANDE LUXUS,DIVERSOS,74.00,159.00,49111090
8944,PIJAMA PROMOCIONAL SONHART REGATA SHORT/CORSARIO,LENÇOS,58.90,79.90,61083100
8608,COBRE LEITO SOLTEIRO 02 PÇS ORFEU CAMESA,COBRE LEITO,67.59,159.00,94044000
9186,TAPETE PELE BANGOR 0.60/1.80 NIAZITEX,TAPETE,84.91,217.00,57029200
8657,ENFEITE EM FORMA DE AGUIA TAIMES,DIVERSOS,95.64,219.00,39264000
8487,CORTINA DUO BELLINI 5.40/2.50 BELLA JANELA,CORTINA,266.36,597.00,63039200
8486,CORTINA DUO BELLINI 4.20/2.50 BELLA JANELA,CORTINA,213.08,480.00,63039200
8655,ENFEITE DE PORCELANA EM FORMATO DE CACHORRO 24 CM TAIMES,DIVERSOS,24.40,57.00,69131000
8605,COBRE LEITO CASAL 03 PÇS ORFEU CAMESA,COBRE LEITO,92.48,219.00,94044000
8745,BANDEJA EM MDF COM RATTAN REF 15671 MART,DIVERSOS,68.31,159.00,44201900
311,JOGO DE CAMA KING 03 PCS 150 FIOS KARSTEN/PINHEIRO,JOGO DE CAMA,69.89,198.00,94049000
7959,CAIXA ORGANIZADORA CUBE G BAIXA COM TAMPA OU,DIVERSOS,45.77,107.00,39249000
8635,CJ 6 TAÇAS CRISTAL ECOLOGICO P/COCKTAIL 280 ML WOLFF,DIVERSOS,88.40,222.00,70132800
8361,FIGURA FAMILIA DECORATIVA 15X9,DIVERSOS,77.72,193.00,39264000
8522,ALMOFADA MALHA 0.48/0.48 DECORTEXTIL,ALMOFADA,39.90,90.00,63039000
7790,ALMOFDADA LINHO/COURO 0.55/0.55 CIA DA TERRA,ALMOFADA,89.00,179.00,94049000
8578,JOGO DE CAMA CASAL 04 PÇS 300 FIOS BELLAGIO KACYUMARA,JOGO DE CAMA,373.12,795.00,63022100
8311,TRAVESSA MELAMINA BAMBU,DIVERSOS,16.91,39.00,39241000
8488,TRILHO MESA 0.50/1.60 KARSTEN,TOALHA DE MESA,20.12,48.00,63025100
8145,TAPETE SAO CARLOS SOFISTIK/CHEVRON/CLASSE A 1.40 REDONDO,TAPETE,233.77,525.00,57024200
8434,AP .20 PÇS C/XICARA ALLEANZA,DIVERSOS,227.15,537.00,69120000
8802,POTE VIDRO BOROSSILICATO C/TAMPA GASTRO 500 ML,DIVERSOS,5.43,13.50,70134900
100,TRAVESSEIRO TOQUE DE PLUMA 0.50./070 ALTENBURG,TRAVESSEIROS,24.39,54.00,94049000
6660,COBRE LEITO SUPER KING 3 PCS 300 FIOS LISIANTO MARKEN FASSI,COBRE LEITO,927.00,1945.00,63023100
946,ALMOFADA RETANGULAR TIME VERON PRESENTES,DIVERSOS,16.98,36.00,94049000
8142,KIT 2 PEÇAS LAVABO UMBRA/DORATA/IMPERIALE/NATALE TRUSSARDI,JOGO DE TOALHAS,55.74,134.00,63026000
8957,JOGO DE CAMA CASAL 03 PÇS MALHA FIO 30 EDROMANIA,JOGO DE CAMA,39.70,87.00,63021000
7471,TAPETE JUTA SMIRNA 1.50/2.00 NIAZITEX,TAPETE,311.04,720.00,57029900
8730,COBRE LEITO VIVARA QUEEN TRUARDI,COBRE LEITO,566.00,1245.00,9404400010
7451,PRATO P/BOLO DE CRISTAL DE CHUMBO CRONOS LYOR,DIVERSOS,124.62,276.00,70134100
9720,CJ 2 XICARAS P/CAFE E CHA DUPLA PAREDE DE VIDRO 180 ML WOLFF,DIVERSOS,31.44,75.00,70134290
8371,REDE POPULAR ESTAMPADA/LISA CASA LEOPOLDO,DIVERSOS,60.00,149.00,56089000
8839,CONJUNTO DE BANHEIRO GROOVE OU,DIVERSOS,26.17,60.00,39249000
8873,ESCORREDOR DE PRATOS INFINITY OU,DIVERSOS,32.92,75.00,39241000
8739,AGUA DE COLONIA ESPUMARIA,PERFUME FEMININO,37.14,78.00,33074900
8660,PORTA RETRATO DE PLASTICO TAIMES,DIVERSOS,7.25,18.00,39264000
7967,ESCORREDOR DE TALHERES TRIUM ET 800 OU,DIVERSOS,8.90,24.00,39241000
7180,CONJ. 6 FACAS/GARFOS/COLHERES AÇO INOX PRETO REF 1278,DIVERSOS,27.92,62.00,82111100
8461,CONJUNTO 6 GARFO OU COLHER P/CHURRASCO INOX POSTIANO,DIVERSOS,21.76,49.00,82159100
9287,PORTA GUARDANAPOS GRANDE FUTURE,DIVERSOS,35.78,80.00,73239900
8797,FRONHA BODY PILLOW 100% ALGODAO 0.40/1.30 PINHEIRO,FRONHA,11.00,39.00,63021000
8526,JOGO DE CAMA 03 PÇS SOLTEIRO IN PERCALLE ROZAC,JOGO DE CAMA,44.51,98.00,63022200
5199,PERFUME BURBERRY  HER 100ML,PERFUME FEMININO,385.44,769.00,33030020
4754,PERFUME DOLCE GABBANA THE ONE FEMME 75ML,PERFUME FEMININO,450.00,939.00,33030010
8697,ESCULTURA CACACOS EM POLIRESINA MART,DIVERSOS,85.41,225.00,39264000
8624,POTE DE VIDRO BOROSSILICATO COM TAMPA 180 ML LYOR,DIVERSOS,5.13,12.00,70134900
8821,TAPETE BRILHANTE 0.70/1.10 FIBRA CURTA BUCHARA,TAPETE,46.20,138.00,57033900
8859,CESTA ORGANIZADORA G OU,DIVERSOS,23.60,54.00,39249000
8858,CESTA ORGANIZADORA G BAIXA OU,DIVERSOS,19.76,45.00,39249000
1753,TAPETE LANCER SISAL 0.66/1.80 LANCER,TAPETE,29.70,75.00,57033000
876,LENCOL AVULSO CASAL 300 FIOS KARSTEN/PINHEIRO,LENCOL AVULSO,52.00,129.00,63023100
8658,ENFEITE DECORATIVO ELEFANTE/CAVALO TAIMES,DIVERSOS,98.94,228.00,39264000
2045,CORTINA DUO BELLINI 3.00/1.70 BELLA JANELA,CORTINA,112.43,267.00,63039200
8898,ORGANIZADOR HERMETICO BLOCK 2 L OU,DIVERSOS,20.19,45.00,39241000
8897,"ORGANIZADOR HERMETICO BLOCK 1,5 L OU",DIVERSOS,16.34,39.00,39241000
8915,POTE HERMETICO MY COFFEE OU,DIVERSOS,16.55,39.00,39241000
8896,ORGANIZADOR HERMETICO BLOCK 1 L OU,DIVERSOS,13.99,33.00,39241000
8854,CONCHA DE SILICONE REF CO 200 OU,DIVERSOS,23.12,54.00,39249000
8914,PORTA FRIOS DUPLO BREAK OU,DIVERSOS,16.96,39.00,39241000
8901,ORGANIZADOR PARA OVOS CLEAR FRESH NATURAL 36UN OU,DIVERSOS,29.00,66.00,39241000
8851,POTE CLICK RETANGULAR 870 ML OU,DIVERSOS,13.15,30.00,39241000
8829,"ORGANIZADOR CLEAR FRESH 2,2 LITROS NATURAL OU",DIVERSOS,18.19,42.00,39249000
8902,"ORGANIZADOR CLEAR FRESH 2,8 LITROS NATURAL OU",DIVERSOS,23.89,54.00,3924100
8899,"ORGANIZADOR HERMETICO BLOCK 0,150 L OU",DIVERSOS,5.76,12.00,39241000
8863,DISPENSER DE DETERGENTE PORTA ESPONJA TRIUM OU,DIVERSOS,18.86,45.00,39249000
8960,JOGO DE CAMA KING 03 PÇS MALHA FIO 30 EDROMANIA,JOGO DE CAMA,51.83,117.00,63021000
8865,DISPENSER PARA DETERGENTE TRIUM COMPACT 500 ML OU,DIVERSOS,8.18,18.00,39249000
8870,ESCORREDOR MULTIUSO GUSTO P OU,DIVERSOS,10.73,24.00,39241000
8933,SUPORTE ESCOLA SANITARIA GROVE OU,DIVERSOS,21.30,48.00,39249000
8892,MARMITA HERMETICA QUADRADA BICOLOR OU,DIVERSOS,12.38,27.00,39239090
8891,MINI MARMITA HERMETICA BICOLOR OU,DIVERSOS,7.68,18.00,39239090
8835,BOLEIRA FESTA 30 CM OU,DIVERSOS,38.98,87.00,39241000
8875,ESCORREDOR DE TALHERES OU,DIVERSOS,21.44,48.00,39241000
8893,MARMITA HERMETICA RETANGULAR BICOLOR OU,DIVERSOS,14.88,33.00,39239090
7840,"REDE CADEIRA S/ ESTOFADO CABECINHA 1.50X0,35CM CASA LEOPOLDO",CONFECCOES,102.00,299.00,5608900
8874,ESCORREDOR DE PRATOS PRATICO OU,DIVERSOS,16.82,39.00,39241000
8518,ALMOFADA VEL 0.52/0.52 EM ALTO RELEVO  DECORTEXTIL,ALMOFADA,119.90,264.00,63039000
7038,PASSARO EM CIMENTO REF 13052/13055,DIVERSOS,27.79,56.00,68109900
8581,PAR DE FRONHA 300 FIOS BELLAGIO KACYUMARA,FRONHA,119.00,249.00,63022100
8931,SUPORTE ESCOVA SANITARIA VITRA/GOTA OU,DIVERSOS,30.84,69.00,39241000
8883,LIXEIRA CROMO VITRA 5 LTS OU,DIVERSOS,43.52,98.00,39249000
6032,PERFUME INVICTUS VICTORY PACO RABANNE 100ML,PERFUME MASCULINO,181.62,768.00,33030020
8813,TAPETE MULTICORES 0.37/0.57 BELLA CASA,TAPETE,9.20,21.00,57033900
8840,"CESTO GRID 2,5 L OU",DIVERSOS,5.98,15.00,39249000
8844,CESTO GRID COM TAMPA 20 L OU,DIVERSOS,40.27,94.00,39249000
7958,CAIXA ORGANIZADORA CUBE M COM TAMPA 18 L OU,DIVERSOS,41.96,98.00,39249000
8861,CESTA ORGANIZADORA M COM TAMPA OU,DIVERSOS,21.85,48.00,39249000
8845,CESTO DE ROUPAS GRID COM TAMPA 49 L CG 455 OU,DIVERSOS,67.61,158.00,39249000
8841,CESTO GRID 8 L OU,DIVERSOS,16.50,38.00,39249000
7841,"REDE CADEIRA CORDA 1.40X0,55CM CASA LEOPODO",CONFECCOES,101.00,269.00,56089000
8709,PERFUME LONKOOM A WISH EDP 100 ML,PERFUME FEMININO,85.00,199.00,33033000
8360,FIGURA FAMILIA DECORATIVA,DIVERSOS,63.11,156.00,39264000
1782,JOGO DE CAMA SOLTEIRO 03 PÇS 250 FIOS ANDREZA,JOGO DE CAMA,33.28,69.00,63022100
2269,EDREDON SOLTEIRO DUPLA FACE 1.40/2.20 EM  MICROFIBRA TEX BRA,EDREDON,26.96,51.00,\N
8895,"ORGANIZADOR HERMETICO BLOCK 0,45 L OU",DIVERSOS,10.17,22.50,39241000
8900,"ORGANIZADOR HERMETICO BLOCK 0,340 L OU",DIVERSOS,7.41,18.00,39240000
8286,CANECA CERAMICA MOTIVE 250ML,DIVERSOS,10.17,23.00,69120000
8422,ALMOFADA SARJA CRU 0.52/0.52 DECORTEXTIL,ALMOFADA,149.90,330.00,94049000
8790,PAR DE FRONHA 200 F VIDA BELA 50X70  KACYUMARA,FRONHA,42.22,87.00,63023100
8372,CANECA CERAMICA GRATEFUL 340ML,DIVERSOS,15.30,36.00,69120000
8642,TOALHA BANHO 0.70/1.35 EMPIRE KARSTEN,TOALHAS AVULSA,26.95,54.00,63026000
8808,PAR DE FRONHA SATINEE 0.50/0.90 KACYUMARA,FRONHA,64.70,135.00,63022100
8186,ESCULTURA EM METAL 14470/14473/14475/14477 MART,DIVERSOS,118.91,276.00,83062900
8692,APARADOR DE LIVRO BICICLETA EM METAL MART,DIVERSOS,59.76,138.00,83062900
8943,CAMISOLA PROMOCIONAL FEM. SONHART,PIJAMAS,0.00,49.90,61083100
2581,EDREDON CASAL SOFEE MALHA KACYUMARA,EDREDON,84.78,356.00,94049000
8786,PROTETOR DE COLCHAO SOLTEIRO JOLITEX/NIAZITEX,PROTETOR DE COLCHAO,44.22,99.00,94049000
8448,PILLOW TOP CASAL PLUMA TOUCH ARTELASSE,PROTETOR DE COLCHAO,497.40,1099.00,94049000
8826,SQUEEZE LIV FLAT 700 ML OU,DIVERSOS,06.05,15.00,39249000
7978,PORTA ESCOVA SANITARIA GROOVE OU,DIVERSOS,18.73,45.00,39249000
7366,ESPELHO DOURADO EM METAL REF 6383 MART,DIVERSOS,59.95,138.00,70099200
8196,JOGO DE CAMA KING 04 PÇS RAFAELLE TRUSSARDI,JOGO DE CAMA,1018.83,2239.00,63023100
8888,LIXEIRA IZZY 5 L - ECO OU,DIVERSOS,41.54,96.00,39249000
8876,ESCORREDOR DE TALHERES - ECO OU,DIVERSOS,23.10,54.00,39241000
7705,PRATO RASO DE CRISTAL DE CHUMBO CORAÇAO 28 CM LYOR,DIVERSOS,18.70,42.00,70134100
8885,LIXEIRA DE PIA HIDE OU,DIVERSOS,29.19,66.00,39241000
8856,CESTA ORGANIZADORA M BAIXA OU,DIVERSOS,9.83,22.50,39249000
8794,PERFUME JOLI PARIS/MADMOISELLE FEM 100ML,PERFUME FEMININO,129.58,319.00,33030020
8380,MANTA PIQUET 150M X 2.00M II LUXUS BUDDEMEYER,MANTA TIPO COBERTOR,139.36,309.00,63013000
5803,PERFUME INVICTUS PLATIUM PACO RABANNE 100ML,PERFUME MASCULINO,333.55,699.00,33030020
7987,PERFUME SYMBOL FOR A LADY MARINA 100ML,PERFUME FEMININO,256.74,519.00,33030020
8539,TAPETE MIKONOS 2.00 REDONDO BUCHARA,TAPETE,526.24,1287.00,57033900
9018,CJ 6 PORTA TEMPEROS ACO INOX C/TAMPA ACRILICO E SUPORTE IMAT,DIVERSOS,38.79,90.00,73239300
6729,GATO BRANCO/PRETO EM CERAMICA REF 12889/12891 MART,DIVERSOS,44.91,94.00,69139000
8362,FIGURA DECORATIVA FAMILIA 16X10,DIVERSOS,90.96,226.00,39264000
7374,JOGO DE CAMA QUEEN 04 PÇS 200 FIOS TULIP MARKEN FASSI,JOGO DE CAMA,360.00,720.00,63023100
8065,SAPATEIRA EMPILHAVEL - 08 PARES FUTURE,DIVERSOS,44.35,98.00,94032000
9010,CJ 6 COCLHERES P/SOBREMESA DE AÇO INOX PRETO 12 CM LYOR,DIVERSOS,21.34,48.00,82159910
8979,TAPETE ATENAS 1.40/2.00 CORTTEX/FATEX,DIVERSOS,75.90,249.00,57050000
3516,LENCOL AVULSO QUEEN 300 FIOS KARSTEN/PINHEIRO,FRONHA,62.00,156.00,63021000
239,PRATO P/ BOLO C/ PÉ DE VIDRO LYOR,CAMINHO DE MESA,68.68,117.00,70134900
8812,JOGO DE BANHEIRO 02 PÇS MICROFIBRA SOFT CLEAN BELLA CASA,TAPETE,71.50,159.00,57033900
7809,GUARDANAPO ORNATO BAMBU COPA & CIA,DIVERSOS,16.68,36.00,63025100
3432,TAPETE SAO CARLOS 0.50/1.00 CHEVRON/CLASSE A/NEW BOUCLE,TAPETE,25.00,69.00,57033000
9027,PAR DE FRONHA 300 FIOS SATINEE 0.50/0.70 KACYUMARA,FRONHA,40.78,124.00,63023100
9033,MELEIRA DE CRISTAL DE CHUMBO C/PEGADOR TAMPA TRESS 210 ML LY,DIVERSOS,9.87,24.00,70134100
8913,MINI TRAVESSA RETANGULAR DE CRISTAL DE CHUMBO CORAÇAO LYOR,DIVERSOS,3.14,9.00,70134100
8992,ORGANIZADOR CLEAR FRESH 5 L OF 350 OU,DIVERSOS,32.75,76.00,39249000
8659,RELOGIO DE PAREDE TALHERES TAIMES,DIVERSOS,29.68,69.00,911052900
3480,PEL TARTARUGA M./PINGUIM G. BBL187XL-1/CACH. OCU.TIMES FOFFY,PELUCIA,7.40,51.00,95030031
8263,PERFUME FANTASY SHEER 100 ML,PERFUME FEMININO,206.20,412.00,33030020
8937,TAPETE P/BOX HIDRO OU,DIVERSOS,46.92,108.00,39249000
9013,JARRA VIDRO SODO-CALCICO C/FIO DE OURO DIAMOND 1 L LYOR,DIVERSOS,28.73,69.00,70134900
2217,"DISPENSER FLOW 2,3L OU",DIVERSOS,24.26,56.00,39249000
2607,PORTA SABONETE LIQUIDO DE CERAMICA GRANILITE 430ML LYOR,DIVERSOS,11.47,27.00,69120000
5342,"CJ 4 PETISQUEIRAS C/ BANDEJA DE BAMBU 22X22X5,5CM LYOR",DIVERSOS,34.73,80.00,44191900
8568,CJ 06 TAÇAS CRISTAL P/VINHO ELISA 450 ML WOLFF,DIVERSOS,105.88,267.00,70132800
8832,APOIO PARA COLHER OU,DIVERSOS,7.81,18.00,39241000
8575,"CJ 04 ANEIS P/GUARDANAPOS METAL LAÇO 5,5X2 CM WOLFF",DIVERSOS,32.59,78.00,73239400
8345,VASO VIDRO SODO-CALCICO,DIVERSOS,35.80,86.00,70139900
7387,COBRE LEITO QUEEN 03 PÇS PROFILINE TEKA/PINEHIRO,COBRE LEITO,109.00,257.00,\N
8519,GUARDANAPO DE MESA LINHO DECORTEXTIL,ALMOFADA,19.90,42.00,63039000
8552,CJ 06 COPOS VIDRO P/WHISKY HASH 325 ML WOLFF,DIVERSOS,29.38,75.00,70133700
8991,PORTA FRIOS DUPLO NATURAL OU,DIVERSOS,26.45,60.00,39249000
8879,LIXEIRA IZZY 15 L OU,DIVERSOS,46.11,98.00,39249000
8988,AGUA PERFUMADA REQUINTE 1LITRO,PERFUME FEMININO,55.90,114.00,33074900
8984,PERFUME GUCCI GUILTY EDP POUR FEMME 90 ML,PERFUME FEMININO,446.96,925.00,33030010
1986,ALMOFADA MEDIA SONHART,ALMOFADA,22.45,189.00,\N
9039,CANECA DE CERAMICA sortida 175/180 ML LYOR,DIVERSOS,5.19,15.00,69120000
8981,TAPETE ATENAS 0.60/2.00 CORTTEX/FATEX,DIVERSOS,35.90,90.00,57050000
8825,ORGANIZADOR TRIUM MAX FECHADO OU,DIVERSOS,11.12,24.00,39249000
7706,BOWL QUADRADO DE CRISTAL DE CHUMBO CORAÇAO 1748/1718 LYOR,DIVERSOS,5.13,15.00,70134100
7236,POTICHE DE CERAMICA 10X10X15 REF 8666 LYOR,DIVERSOS,24.25,63.00,69139000
9874,COLCHA CONFORT SUPER KING MONTEZ/MILANO KACYUMARA,COLCHA,486.55,998.00,63041910
9514,PORTA TRAVESSEIRO 0.50/0.90 SQUARE KACYUMARA,FRONHA,35.99,82.00,63022100
10270,PESEIRA 0.70/2.50 KING TRICOT BIG TRICOT,DIVERSOS,145.80,330.00,63049200
8905,ORGANIZADOR LOGIC COLMEIA P OU,DIVERSOS,11.25,27.00,39249000
9076,BANDEJA EM METAL/COBRE COM ESPELHO  M,DIVERSOS,66.83,159.00,73239900
8919,PORTA SABONETE LIQUIDO NEW BELLY OU,DIVERSOS,24.87,57.00,39249000
8910,PORTA - ALGODAO CROMO BELLY OU,DIVERSOS,16.09,36.00,39249000
9142,BANDEJA LUXO BELGA RETANGULAR TAM M JOLITEX,DIVERSOS,45.51,111.00,73239400
8940,PORTA ESCOVA CROMO BELLY COM TAMPA OU,DIVERSOS,22.60,51.00,39249000
9113,TRILHO DE MESA GLAMOUR 0.40/0.85 ARGIVAI,CAMINHO DE MESA,24.72,57.00,63025300
9015,TRAVESSA RETANGULAR DE CRISTAL DE CHUMBO CORAÇAO 30X13X3 CM,DIVERSOS,15.68,36.00,70134100
8920,PORTA SABONETE LIQUIDO GROOVE OU,DIVERSOS,13.20,30.00,39249000
8911,PORTA - ALGODAO GROOVE OU,DIVERSOS,8.78,21.00,39249000
7751,CANECA DE PORCELANA CREAMY MILK 260 ML LYOR,DIVERSOS,7.80,18.00,69111090
8215,CANECA COLOR HOME COPA & CIA,DIVERSOS,13.16,29.00,69120000
8955,ALMOFADA 0.65/0.65 PINHEIRO,ALMOFADA,27.00,69.00,63021000
8860,CESTA ORGANIZADORA MAXI OU,DIVERSOS,38.69,87.00,39249000
8884,LIXEIRA VITRA BASCULANTE OU,DIVERSOS,29.19,66.00,39249000
2262,ALMOFADA ANTIRREFLUXO DUOFLEX,TRAVESSEIROS,107.13,225.00,94049000
4348,PERFUME POLO RED REMIX RALPH LAUREN 125ML,PERFUME MASCULINO,270.06,539.00,33030010
7575,JOGO AMARICANO DETROIT STRAW/MARINE/PINHEIRO COPA&CIA,DIVERSOS,40.74,84.00,46019900
8597,JOGO AMERICANO TULUM/PARIS COPA&CIA,DIVERSOS,23.20,57.00,48189090
8586,CENTRO DE MESA ISTAMBUL COSTELA DE ADAO 28 X 24 CMCOPA & CIA,DIVERSOS,38.98,98.00,70139900
8785,TOALHA PRAIA BANHO 0.80/1.50 BEACH ATLANTICA,TOALHAS AVULSA,33.95,69.00,63026000
9225,ALMOFADA 0.30/0.50 0.40/0.40 BERTHA LUXU BUDDEMEYER,ALMOFADA,88.41,196.00,94049000
8956,TRAVESSEIRO NATURAL LÁTEX EXTRA ALTO DUOFLEX,TRAVESSEIROS,146.46,298.00,94049000
9127,JOGO DE CAMA KING 04 PÇS MILANO KACYUMARA,JOGO DE CAMA,398.39,840.00,63022100
9122,COBRE LEITO SUPER KING 03 PÇS MILANO KACYUMARA,COBRE LEITO,556.78,1170.00,63041910
8779,JOGO DE CAMA KING MERIDIANA TRUSSARDI,JOGO DE CAMA,622.60,1369.00,63023100
8775,JOGO DE CAMA KING VILLA RAVINO/ROSALIA/ANACAPPRI TRUSSARDI,JOGO DE CAMA,716.94,1577.00,63023100
8268,CJ 6 XICARAS DE CAFÉ PORCELANA C/ PIRES 100ML,DIVERSOS,109.82,259.00,69111010
8279,PRATO DUPLO PORCELANA P/ DOCES,DIVERSOS,67.58,163.00,69111090
8980,TAPETE ATENAS 2.00/2.40 CORTTEX/FATEX,TAPETE,120.90,297.00,57050000
8521,ALMOFADA LINHO CRU 0.35/0.52 C/BORD FINO DECORTEXTIL,ALMOFADA,99.90,216.00,63039000
7898,PRATO P/SOBREMESA PORCELANA NEW BONE BUTTERFLY LYOR,DIVERSOS,12.47,30.00,69111090
9095,SUPORTE GROSSO 28 MM CROMADO,DIVERSOS,5.32,12.00,76109000
2973,ENCOMENDA TAPETE (2 TATEPES BRUNELLO),CONFECCOES,104.90,1479.00,63039900
10240,DESCASCADOR DE LEGUMES OXFORD,DIVERSOS,15.94,36.00,82159990
4933,CJ 3 PC P/BANHEIRO DE VIDRO PARIS LYOR,DIVERSOS,17.26,39.00,70139900
1112,TAPETE 0.50/1.40 MULTI KACYUMARA,TAPETE,52.95,139.00,57050000
10070,CHALEIRA C/APITO CLASS WINTH,DIVERSOS,44.96,93.00,73239300
10075,PORTA CONDIM QD/RD GIRANT 1 WINTH,DIVERSOS,127.96,279.00,70134900
10020,PORTA CONDIMENTOS 3 PTS WINTH,DIVERSOS,52.16,114.00,73239300
2464,"POTE HERMETICO KEEP 1,5L NATURAL OU",JOGO DE SALA,23.38,54.00,39241000
8958,JOGO DE CAMA SOLTEIRO 02 PÇS MALHA FIO 30 EDROMANIA,JOGO DE CAMA,27.93,58.50,63021000
9242,TAPETE CHICAGO 0.40/0.60 CORTTEX/FATEX,PROTETOR DE COLCHAO,11.45,28.50,57033900
7774,ALMOFADA ERIN/FLORA/NIOLON 0.40/0.40 LUXUS BUDDEMEYER,ALMOFADA,80.85,186.00,94049000
2939,BANDEJA DE BAMBU HIRE 20X10X1.5 LYOR,DIVERSOS,7.96,19.90,44191900
9133,JOGO AMERICANO GRETA COPA%CIA,DIVERSOS,09.04,21.00,63025300
8708,PERFUME GIVENCHY L`INTERDIT ROUGE 80 ML,PERFUME FEMININO,458.72,894.00,33033000
9155,PROTETOR DE COLCHAO QUEEN JOLITEXNIAZITEX,PROTETOR DE COLCHAO,63.06,144.00,94049000
9111,ALMOFADA METALADA MILANO KACYUMARA,ALMOFADA,35.41,75.00,94049000
5816,PERFUME ACQUA DI GIOIA FEMME 100 ML,PERFUME FEMININO,418.96,879.00,33030010
8810,PERFUME CHLOE NATURELLE/LUMINEUSE 100ML,PERFUME FEMININO,463.00,819.00,33030010
8294,POTICHE VIDRO SODO-CALCICO,DIVERSOS,10.88,28.00,70139900
7966,MINI TRAVESSA REDONDA DE CRISTAL DE CHUMBO CORAÇAO LYOR,DIVERSOS,2.37,9.00,70134100
8801,PORTA TALHER DE CRISTAL DUBLIN 27X8X9 CM LYOR,DIVERSOS,25.70,60.00,70134100
7739,PETISQUEIRA C/3 DIVISORIAS DE CRISTAL GLORY 34X4 CM LYOR,DIVERSOS,49.95,114.00,70134100
2709,MANTA P/ ESTOFADO EM CHENILLE ALGODAO NATURAL ARTE NATURAL,MANTA,46.53,87.00,\N
9077,"BOWL CRISTAL DE CHUMBO CORAÇAO AMABAR 13X6,5 CM LYOR",DIVERSOS,7.57,21.00,70134100
9112,PAR DE FRONHA 0.50/0.70 LAZIO KACYUMARA,FRONHA,64.14,147.00,63023100
3062,TOALHA MESA 1.78 REDONDA SCARLET 55% POLIESTER 45% ALG. KARS,TOALHA DE MESA,33.74,63.00,63025100
8189,COLAR EM MADEIRA 15130/15133 MART,DIVERSOS,31.87,69.00,44201900
7182,PIPOQUEIRA P/ MICRO-ONDAS DE VIDRO REF 1390,DIVERSOS,40.00,89.00,70134900
8474,PRATO RASO P/ BOLO DE VIDRO ANGEL,DIVERSOS,14.31,35.00,70134900
9046,COBRE LEITO KING 03 PÇS CORRICELIA TRUSSARDI,COBRE LEITO,1535.81,3378.00,94044000
8948,COBRE LEITO KING 03 PÇS LIMONE TRUSSARDI,COBRE LEITO,583.36,1284.00,94044000
8946,JOGO DE CAMA KING 04 PÇS LIMONE TRUSSARDI,JOGO DE CAMA,513.17,1140.00,63022100
9049,JOGO DE CAMA KING 4 PCS VILLA LYSIS TRUSSARDI,JOGO DE CAMA,799.96,1758.00,63022100
